fomc,ns,target,path,ff.shock.0,date,cb_score_v2,hawkish_words,dovish_words,hawkish_phrases,dovish_phrases,hawkish_total,dovish_total,total_words,date_lm,lm_pct_full,date_llm,hawkish_score,fg_strength,regime,lm_std,cb_std,combined_v2
2019-01-30,-0.4849268848431771,0.01590398980943161,-0.6329078443689973,0.0,2019-01-30,-0.028655400440852314,25,60,4,8,29,68,1361,2019-01-30,0.5878030859662012,2019-01-30,50,0,unchanged,0.4234838127733698,0.33399928531849044,0.37874154904593016
2019-03-20,-0.6202201565100884,0.2817412965540306,-0.9483924535033404,0.0,2019-03-20,-0.03340595497458242,22,62,4,10,26,72,1377,2019-03-20,0.2904865649963689,2019-03-20,50,0,unchanged,0.060163791052089424,0.18559782053279603,0.12288080579244273
2019-05-01,-0.7201093621079054,-0.33376405491580646,-0.6124881987391846,-0.02583333333334196,2019-05-01,-0.029563932002956393,22,59,4,7,26,66,1353,2019-05-01,0.3695491500369549,2019-05-01,50,0,cut,0.15677806603615904,0.3056178798082553,0.23119797292220717
2019-06-19,-1.3773094027475603,1.0328766446968298,-2.6147216135796243,0.06136363636364474,2019-06-19,-0.026657060518731988,26,59,4,8,30,67,1388,2019-06-19,0.4322766570605187,2019-06-19,50,0,hike,0.2334309178184366,0.39642495993747695,0.3149279388779568
2019-07-31,0.9772813497194184,1.223716592504504,0.33188143576117596,0.03750000000001252,2019-07-31,-0.027177700348432057,26,62,4,7,30,69,1435,2019-07-31,0.4878048780487805,2019-07-31,50,0,hike,0.30128626063554953,0.3801608137615572,0.34072353719855336
2019-09-18,0.7923953509780869,0.7581039788547811,0.36766624659313674,0.03749999999999587,2019-09-18,-0.028913963328631876,26,63,4,8,30,71,1418,2019-09-18,0.4936530324400564,2019-09-18,50,0,hike,0.30843269021684877,0.32592209958927465,0.31717739490306174
2019-10-30,0.31470747226868595,0.034194496544390586,0.4076494177871365,-0.01249999999998197,2019-10-30,-0.027516292541636494,24,59,4,7,28,66,1381,2019-10-30,0.4344677769732078,2019-10-30,50,0,cut,0.23610846069992658,0.36958361123082756,0.30284603596537707
2019-12-11,0.05016863595095827,0.16820385242405939,-0.056302508984488936,0.0,2019-12-11,-0.026022304832713755,24,57,4,6,28,63,1345,2019-12-11,0.5204460966542751,2019-12-11,50,0,unchanged,0.34117374557608765,0.4162539447259517,0.3787138451510197
2020-01-29,0.256253797806127,0.46962979021150575,-0.013505256542008067,0.009999999999998899,2020-01-29,-0.012738853503184714,18,24,2,0,20,24,314,2020-01-29,0.6369426751592357,2020-01-29,50,40,hike,0.4835322640156727,0.8312125818103151,0.6573724229129939
2020-04-29,-0.09004557384741388,-0.7480817065418282,0.4465455178281202,-0.03250000000000197,2020-04-29,-0.037037037037037035,21,68,4,11,25,79,1458,2020-04-29,0.0685871056241426,2020-04-29,50,0,cut,-0.2109967759291107,0.0721672951069114,-0.06941474041109966
2020-06-10,0.03658172575006419,0.10319972043684139,-0.03390422680678261,0.0,2020-06-10,-0.03764544832306639,22,69,4,12,26,81,1461,2020-06-10,0.2737850787132101,2020-06-10,50,0,unchanged,0.03975461789419887,0.05316127688360095,0.04645794738889991
2020-07-29,-0.01057965869686161,0.08241066905131221,-0.11205597203449516,0.004999999999988347,2020-07-29,-0.03643724696356275,21,69,4,10,25,79,1482,2020-07-29,0.3373819163292847,2020-07-29,50,0,unchanged,0.11746978941815682,0.09090399728252314,0.10418689335033998
2020-09-16,0.07860626643198133,0.02515070946856666,0.09026153874131893,-0.005357142857154162,2020-09-16,-0.040625,16,28,2,3,18,31,320,2020-09-16,0.9375,2020-09-16,25,85,cut,0.8508125397078411,-0.03991624282954095,0.40544814843915006
2020-11-05,0.034016593539416315,-0.028266524263263686,0.03058421281546904,0.0029999999999930083,2020-11-05,-0.03734439834024896,11,19,2,3,13,22,241,2020-11-05,0.4149377593360996,2020-11-05,20,85,unchanged,0.21224282952347703,0.06256570706256262,0.13740426829301983
2020-12-16,0.13205831249419134,-0.004852834723220797,0.17216097467316963,-0.005166666666654626,2020-12-16,-0.047244094488188976,12,22,2,4,14,26,254,2020-12-16,1.1811023622047243,2020-12-16,20,85,cut,1.148493997969476,-0.24668859132648085,0.4509027033214975
2021-01-27,0.09408563717039804,0.2402917469387056,-0.045170176278456056,0.0,2021-01-27,-0.04633204633204633,12,22,2,4,14,26,259,2021-01-27,1.1583011583011582,2021-01-27,20,85,unchanged,1.1206309856131746,-0.21819733175548822,0.45121682692884324
2021-03-17,-0.07158826411793609,-0.19688566937804744,0.05880194898440979,-0.011071428571451936,2021-03-17,-0.04633204633204633,12,22,2,4,14,26,259,2021-03-17,1.1583011583011582,2021-03-17,25,85,cut,1.1206309856131746,-0.21819733175548822,0.45121682692884324
2021-04-28,0.039706516378981246,-0.05207669721907608,0.10687216710966793,-0.010000000000010001,2021-04-28,-0.04633204633204633,12,22,2,4,14,26,259,2021-04-28,1.1583011583011582,2021-04-28,25,85,cut,1.1206309856131746,-0.21819733175548822,0.45121682692884324
2021-06-16,0.5591705199835392,0.4267473529551024,0.3331741329811375,0.02142857142859286,2021-06-16,-0.04633204633204633,12,22,2,4,14,26,259,2021-06-16,1.1583011583011582,2021-06-16,25,70,hike,1.1206309856131746,-0.21819733175548822,0.45121682692884324
2021-07-28,0.14622364015526262,-0.022170034196597858,0.15791104843857345,0.004999999999999449,2021-07-28,-0.05,12,24,2,4,14,28,280,2021-07-28,1.7857142857142856,2021-07-28,25,65,unchanged,1.8873282089507346,-0.33277968066349684,0.7772742641436189
2021-09-22,0.18736505264498904,0.14327819730081898,0.12887294378237502,0.0,2021-09-22,-0.058419243986254296,12,26,2,5,14,31,291,2021-09-22,1.718213058419244,2021-09-22,45,60,unchanged,1.8048418833101356,-0.5957864793597413,0.6045277019751971
2021-11-03,0.17257436257964906,-0.048073943265641954,0.21523919692918914,0.00277777777778364,2021-11-03,-0.052486187845303865,12,27,2,6,14,33,362,2021-11-03,0.5524861878453038,2021-11-03,78,85,unchanged,0.38032665436670776,-0.41044512274100986,-0.01505923418715105
2021-12-15,0.7626597624998797,-0.04450762714475513,0.9625922180326609,0.0,2021-12-15,-0.04177377892030849,27,82,4,14,31,96,1556,2021-12-15,0.5784061696658097,2021-12-15,50,0,unchanged,0.4120008052928749,-0.07580267951356473,0.1680990628896551
2022-01-26,0.011675658096734095,-0.04734435633677507,0.04593820690111179,-0.0050000000000105516,2022-01-26,-0.06074766355140187,5,15,1,4,6,19,214,2022-01-26,0.4672897196261681,2022-01-26,78,85,cut,0.2762167899603047,-0.6685234349404305,-0.19615332249006293
2022-03-16,2.3333573577156823,-0.6715920987663702,3.389442696749643,-0.020666666666664394,2022-03-16,-0.017391304347826087,29,54,10,9,39,63,1380,2022-03-16,0.3623188405797101,2022-03-16,50,0,cut,0.1479426465294028,0.6858757552806976,0.4169092009050502
2022-05-04,-0.5187621343815904,-0.5410110853987461,-0.2720457515255421,-0.017222222222220324,2022-05-04,-0.01765536723163842,30,55,9,9,39,64,1416,2022-05-04,0.211864406779661,2022-05-04,50,0,cut,-0.03591228348924639,0.6776267564585505,0.3208572364846521
2022-06-15,1.6545473988673791,1.0308146075855327,1.295952354023171,0.03500000000000725,2022-06-15,-0.01641684511063526,29,52,9,9,38,61,1401,2022-06-15,0.0713775874375446,2022-06-15,50,0,hike,-0.20758681435095502,0.7163166600521919,0.2543649228506184
2022-07-27,0.1260639933549696,-0.3930679039132265,0.4342451309906647,-0.014999999999998348,2022-07-27,-0.01927353595255745,28,52,7,9,35,61,1349,2022-07-27,0.2223869532987398,2022-07-27,50,0,cut,-0.02305375878498751,0.6270771613008201,0.3020117012579163
